,season_end,player,pos,age,bref_team_id,g,gs,mp,fg,fga,fg_,x3p,x3pa,x3p_,x2p,x2pa,x2p_,ft,fta,ft_,orb,drb,trb,ast,stl,blk,tov,pf,pts,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12,2015,Louis Amundson,F,32,TOT,34,20,16.8,2.1,4.4,0.49,0.0,0.0,0.0,2.1,4.4,0.49,0.6,1.2,0.46299999999999997,1.6,2.7,4.3,1.2,0.4,0.9,0.8,2.5,4.9,34,570,13.4,0.494,0.0,0.275,14.8,12.2,1.1,4.3,14.4,15.7,0.3,0.4,0.8,0.066,-2.1,1.6,-0.5,0.2
13,2015,Chris Andersen,C,36,MIA,46,18,19.5,1.9,3.3,0.5820000000000001,0.1,0.2,0.33299999999999996,1.9,3.1,0.597,1.4,2.2,0.667,1.2,3.8,5.0,0.7,0.5,1.0,0.5,1.6,5.4,46,896,16.0,0.628,0.059000000000000004,0.647,15.5,5.9,1.4,4.4,11.3,11.7,1.8,1.1,3.0,0.159,-1.0,2.2,1.3,0.7
14,2015,Alan Anderson,G,32,BRK,62,19,23.8,2.5,5.7,0.435,1.0,2.9,0.34299999999999997,1.5,2.8,0.529,1.1,1.3,0.805,0.5,2.3,2.7,1.1,0.7,0.1,0.8,1.9,7.0,62,1475,10.1,0.5579999999999999,0.506,0.233,6.5,7.3,1.6,0.3,11.8,13.7,1.3,0.9,2.1,0.07,-0.2,-0.3,-0.5,0.6
15,2015,Kyle Anderson,F,21,SAS,27,8,12.6,1.1,3.0,0.358,0.1,0.4,0.273,1.0,2.6,0.371,0.3,0.5,0.643,0.2,2.3,2.5,1.0,0.5,0.3,0.4,1.0,2.6,27,339,8.5,0.402,0.136,0.17300000000000001,11.3,11.8,2.0,1.6,10.3,13.0,-0.2,0.6,0.3,0.048,-4.9,2.4,-2.5,0.0
16,2015,Ryan Anderson,F,26,NOP,52,5,28.6,5.1,12.5,0.409,2.1,6.2,0.34299999999999997,3.0,6.3,0.474,2.3,2.7,0.855,1.9,3.2,5.1,1.0,0.6,0.3,1.1,2.0,14.6,52,1486,16.6,0.535,0.498,0.212,10.1,5.5,1.1,0.8,7.3,23.5,2.9,0.7,3.5,0.114,2.8,-3.2,-0.4,0.6
17,2015,Giannis Antetokounmpo,G,20,MIL,63,53,30.4,4.6,9.3,0.494,0.1,0.6,0.171,4.5,8.7,0.515,3.0,4.0,0.741,1.3,5.3,6.6,2.5,1.1,1.1,2.2,3.0,12.3,63,1918,15.3,0.5539999999999999,0.06,0.436,12.5,13.0,1.8,3.0,16.4,19.7,1.6,3.2,4.8,0.121,-1.6,2.6,1.0,1.5
18,2015,Carmelo Anthony,F,30,NYK,40,40,35.7,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,40,1428,21.8,0.531,0.222,0.294,10.7,17.8,1.5,1.0,8.9,32.3,2.5,0.6,3.0,0.10099999999999999,3.7,-2.2,1.5,1.3
19,2015,Joel Anthony,C,32,DET,32,0,5.8,0.5,0.8,0.556,0.0,0.0,0.0,0.5,0.8,0.556,0.2,0.3,0.636,0.4,1.0,1.5,0.1,0.2,0.6,0.2,0.9,1.2,32,187,12.5,0.581,0.0,0.40700000000000003,13.6,1.6,1.4,8.0,15.9,8.9,0.2,0.3,0.5,0.12300000000000001,-4.5,3.9,-0.6,0.1
20,2015,Pero Antic,F,32,ATL,47,2,16.0,1.7,4.7,0.354,0.8,2.8,0.285,0.9,2.0,0.452,1.2,1.8,0.687,0.9,2.0,2.9,0.9,0.2,0.3,0.9,2.1,5.4,47,754,8.4,0.486,0.583,0.37200000000000005,10.3,8.0,0.6,1.3,13.4,18.2,0.1,0.7,0.8,0.05,-1.8,-1.4,-3.1,-0.2
21,2015,Trevor Ariza,F,29,HOU,63,63,35.6,4.4,11.3,0.385,2.3,6.9,0.33,2.1,4.5,0.46799999999999997,1.4,1.7,0.867,1.0,4.4,5.4,2.4,1.9,0.2,1.7,2.4,12.4,63,2245,11.9,0.515,0.606,0.147,8.4,10.5,2.7,0.4,12.0,16.7,1.6,3.1,4.7,0.1,0.2,1.3,1.5,2.0
22,2015,Darrell Arthur,F,26,DEN,53,3,17.2,2.8,6.8,0.413,0.5,2.0,0.25,2.3,4.8,0.48,0.8,1.1,0.789,0.9,2.1,3.0,0.9,0.8,0.5,0.8,2.5,6.9,53,911,12.3,0.479,0.29100000000000004,0.159,9.4,9.0,2.5,2.2,10.5,20.4,0.1,0.9,1.0,0.053,-1.5,0.8,-0.6,0.3
23,2015,Omer Asik,C,28,NOP,61,61,26.1,2.7,5.3,0.517,0.0,0.0,0.0,2.7,5.3,0.517,1.8,3.0,0.6,3.1,6.8,9.9,0.9,0.4,0.8,1.3,1.9,7.3,61,1594,15.5,0.55,0.0,0.5760000000000001,21.6,4.9,0.8,2.3,16.2,13.7,2.2,1.7,3.9,0.11800000000000001,-1.3,0.5,-0.9,0.5
24,2015,D.J. Augustin,G,27,TOT,63,14,24.3,3.5,8.5,0.409,1.0,3.0,0.34,2.5,5.5,0.447,2.6,3.0,0.866,0.3,1.8,2.1,4.7,0.7,0.0,1.9,1.2,10.6,63,1533,15.7,0.5379999999999999,0.355,0.348,4.6,31.6,1.4,0.1,16.2,21.2,2.4,0.8,3.3,0.10300000000000001,0.9,-2.7,-1.8,0.1
25,2015,Jeff Ayres,F,27,SAS,37,0,7.6,1.0,1.7,0.563,0.0,0.0,0.0,1.0,1.7,0.563,0.5,0.7,0.8,0.6,1.5,2.1,0.3,0.2,0.2,0.4,1.2,2.5,37,283,13.9,0.613,0.0,0.391,15.8,5.9,1.3,1.9,16.7,14.4,0.5,0.4,0.9,0.152,-2.1,0.9,-1.2,0.1
26,2015,Luke Babbitt,F,25,NOP,54,19,13.8,1.5,3.0,0.488,1.0,2.0,0.509,0.5,1.1,0.44799999999999995,0.2,0.3,0.706,0.2,1.7,1.9,0.4,0.3,0.2,0.4,1.1,4.2,54,744,11.6,0.659,0.6459999999999999,0.10400000000000001,8.0,4.1,1.1,1.0,10.9,11.7,1.2,0.4,1.6,0.10300000000000001,0.6,-1.5,-0.8,0.2
27,2015,Cameron Bairstow,F,24,CHI,14,1,4.1,0.2,1.0,0.214,0.0,0.0,0.0,0.2,1.0,0.214,0.3,0.4,0.8,0.4,0.1,0.6,0.1,0.1,0.1,0.2,0.6,0.7,14,58,2.3,0.309,0.0,0.35700000000000004,7.5,2.5,1.8,1.2,15.6,14.8,-0.1,0.0,-0.1,-0.055999999999999994,-6.7,-1.1,-7.8,-0.1
28,2015,Leandro Barbosa,G,32,GSW,49,1,13.4,2.6,5.6,0.473,0.6,1.6,0.377,2.0,4.0,0.51,0.8,1.1,0.769,0.4,0.8,1.2,1.1,0.6,0.1,0.7,1.4,6.7,49,655,14.7,0.5529999999999999,0.282,0.19,4.7,12.5,2.0,0.6,9.8,21.8,0.9,0.8,1.7,0.124,-0.2,-1.6,-1.7,0.0
29,2015,Jose Barea,G,30,DAL,65,10,17.6,2.9,6.9,0.419,0.7,2.2,0.336,2.2,4.7,0.45799999999999996,1.0,1.2,0.818,0.3,1.5,1.9,3.3,0.4,0.0,0.9,1.3,7.5,65,1145,15.3,0.504,0.318,0.171,5.8,29.2,1.3,0.1,11.1,21.3,1.8,0.6,2.4,0.10099999999999999,1.1,-2.3,-1.2,0.2
30,2015,Andrea Bargnani,C,29,NYK,14,7,24.5,5.1,11.0,0.461,0.4,0.9,0.41700000000000004,4.7,10.1,0.465,2.9,3.7,0.7879999999999999,1.2,3.2,4.4,1.5,0.1,0.7,1.2,2.2,13.4,14,343,17.5,0.531,0.078,0.33799999999999997,10.5,11.7,0.3,2.5,8.8,26.1,0.5,0.1,0.6,0.079,-0.7,-2.7,-3.5,-0.1
31,2015,Harrison Barnes,F,22,GSW,62,62,29.3,3.9,8.1,0.48200000000000004,1.1,2.7,0.42,2.8,5.4,0.514,1.3,1.9,0.7040000000000001,1.6,4.2,5.8,1.4,0.7,0.2,0.9,1.7,10.3,62,1819,13.2,0.575,0.337,0.22899999999999998,10.5,6.6,1.2,0.5,9.1,14.5,3.0,2.4,5.3,0.141,0.5,0.5,1.0,1.4
32,2015,Matt Barnes,F,34,LAC,60,58,29.4,3.5,7.8,0.451,1.6,4.4,0.365,1.9,3.4,0.561,1.0,1.3,0.782,0.6,3.3,3.9,1.5,0.9,0.6,1.1,3.1,9.7,60,1765,11.2,0.5760000000000001,0.562,0.16699999999999998,7.5,7.2,1.5,1.8,11.8,14.6,1.7,1.6,3.3,0.08900000000000001,0.7,0.8,1.5,1.6
33,2015,Earl Barron,C,33,PHO,7,1,6.3,0.4,1.4,0.3,0.0,0.0,0.0,0.4,1.4,0.3,0.4,0.6,0.75,0.4,0.4,0.9,0.1,0.3,0.0,0.1,1.6,1.3,7,44,3.5,0.38299999999999995,0.0,0.4,7.5,3.1,2.3,0.0,7.8,12.7,0.0,0.0,0.0,0.012,-4.7,-1.0,-5.7,0.0
34,2015,Will Barton,G,24,TOT,40,0,14.2,2.2,5.0,0.428,0.3,1.2,0.27699999999999997,1.8,3.9,0.474,1.0,1.3,0.755,0.3,1.6,1.9,1.2,0.6,0.3,0.8,1.1,5.6,40,566,12.9,0.502,0.23399999999999999,0.264,7.2,13.0,2.2,1.3,12.1,19.9,0.1,0.7,0.8,0.067,-2.0,0.6,-1.4,0.1
35,2015,Brandon Bass,F,29,BOS,62,23,22.6,4.1,8.5,0.485,0.1,0.3,0.35,4.0,8.1,0.49,1.9,2.5,0.779,1.7,3.1,4.8,1.2,0.5,0.4,1.0,1.7,10.2,62,1401,16.0,0.537,0.038,0.294,11.6,8.6,1.1,1.5,9.6,20.4,2.1,1.2,3.3,0.11199999999999999,-1.0,-0.5,-1.4,0.2
36,2015,Nicolas Batum,F,26,POR,54,54,34.1,3.5,8.8,0.397,1.3,4.5,0.298,2.1,4.3,0.5,1.2,1.4,0.855,0.8,4.8,5.6,4.8,1.1,0.7,1.9,1.5,9.5,54,1842,12.7,0.505,0.511,0.16,8.8,20.4,1.6,1.4,16.6,14.8,1.3,2.6,3.9,0.102,0.2,2.6,2.7,2.2
37,2015,Jerryd Bayless,G,26,MIL,62,4,22.1,3.0,6.7,0.445,0.5,1.5,0.337,2.5,5.2,0.475,1.6,1.8,0.892,0.2,2.3,2.6,3.0,0.8,0.2,1.6,2.1,8.1,62,1371,12.4,0.5379999999999999,0.221,0.267,6.7,21.5,1.8,0.7,17.7,18.6,0.9,1.7,2.5,0.08800000000000001,-1.6,-0.3,-1.9,0.0
38,2015,Aron Baynes,C,28,SAS,57,13,15.8,2.5,4.6,0.5489999999999999,0.0,0.1,0.25,2.5,4.6,0.5539999999999999,1.3,1.5,0.8490000000000001,1.5,3.0,4.5,0.5,0.2,0.3,1.0,2.4,6.4,57,898,14.7,0.603,0.015,0.326,16.0,5.2,0.6,1.3,16.1,18.2,1.5,1.2,2.6,0.142,-1.5,-0.6,-2.1,0.0
39,2015,Kent Bazemore,G,25,ATL,56,4,16.1,1.7,4.0,0.433,0.6,1.5,0.405,1.1,2.5,0.45,0.6,1.1,0.524,0.3,2.5,2.7,0.9,0.6,0.4,0.9,1.7,4.7,56,903,9.2,0.518,0.375,0.281,9.6,8.0,2.0,2.3,17.4,15.5,-0.5,1.4,1.0,0.051,-3.5,1.6,-2.0,0.0
40,2015,Bradley Beal,G,21,WAS,46,42,33.4,5.6,13.3,0.42,1.7,4.1,0.41700000000000004,3.9,9.2,0.42100000000000004,2.0,2.5,0.802,0.9,3.0,3.8,3.0,1.3,0.3,1.9,2.2,14.8,46,1536,13.7,0.517,0.307,0.19,6.6,14.5,1.9,0.6,11.6,22.1,0.9,1.7,2.7,0.083,0.4,0.1,0.5,1.0
41,2015,Michael Beasley,F,26,MIA,7,0,24.9,5.0,11.6,0.43200000000000005,0.4,2.0,0.214,4.6,9.6,0.478,0.6,0.9,0.667,0.7,3.1,3.9,0.7,0.9,0.3,1.6,3.1,11.0,7,174,9.4,0.46,0.17300000000000001,0.07400000000000001,9.5,5.5,1.8,1.0,11.6,25.8,-0.3,0.1,-0.1,-0.040999999999999995,-5.2,-2.7,-7.8,-0.3
42,2015,Marco Belinelli,G,28,SAS,44,9,22.7,3.4,7.7,0.439,1.4,3.5,0.392,2.0,4.2,0.478,1.4,1.7,0.813,0.4,1.9,2.3,1.7,0.5,0.1,0.9,1.4,9.5,44,1000,13.4,0.564,0.45399999999999996,0.223,5.7,11.9,1.2,0.2,9.8,18.6,1.4,0.9,2.4,0.113,1.0,-1.3,-0.3,0.4
43,2015,Jerrelle Benimon,F,23,UTA,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,7.0,0.0,0.0,0.0,87.1,0.0,0.0,0.0,100.0,23.0,0.0,0.0,0.0,-0.324,-25.5,-9.7,-35.1,0.0
44,2015,Anthony Bennett,F,21,MIN,53,3,15.8,2.2,5.2,0.418,0.1,0.3,0.294,2.1,4.9,0.426,0.7,1.2,0.629,0.9,2.9,3.8,0.8,0.4,0.3,0.6,1.5,5.2,53,840,11.0,0.45299999999999996,0.062,0.225,13.6,8.2,1.4,1.5,9.3,17.3,-0.1,0.4,0.4,0.022000000000000002,-3.7,-0.9,-4.6,-0.6
45,2015,Patrick Beverley,G,26,HOU,49,48,30.9,3.7,9.6,0.381,2.1,5.9,0.36200000000000004,1.6,3.8,0.41100000000000003,0.8,1.1,0.722,1.3,3.2,4.4,3.4,1.1,0.4,1.5,3.3,10.3,49,1515,11.5,0.507,0.608,0.114,8.0,17.0,1.8,1.0,13.0,16.3,1.5,1.7,3.2,0.102,0.6,0.6,1.1,1.2
46,2015,Bismack Biyombo,C,22,CHO,44,13,17.2,1.6,2.8,0.561,0.0,0.0,0.0,1.6,2.8,0.561,1.3,2.5,0.518,2.4,3.5,5.9,0.2,0.2,1.3,0.9,2.0,4.5,44,756,15.1,0.569,0.0,0.9109999999999999,19.1,1.6,0.6,6.0,18.1,12.7,0.9,1.4,2.3,0.147,-3.3,2.0,-1.3,0.1
47,2015,Tarik Black,C,23,TOT,44,20,16.6,1.9,3.5,0.5489999999999999,0.0,0.0,0.0,1.9,3.5,0.5529999999999999,0.8,1.5,0.537,2.1,3.0,5.2,0.6,0.3,0.3,0.8,2.2,4.6,44,731,12.8,0.5589999999999999,0.006999999999999999,0.43799999999999994,17.1,5.2,0.8,1.3,16.1,13.0,1.0,0.6,1.6,0.107,-2.0,-0.5,-2.5,-0.1
48,2015,DeJuan Blair,F,25,WAS,21,0,5.2,0.8,1.6,0.5,0.0,0.0,0.0,0.8,1.6,0.5,0.1,0.2,0.75,0.4,1.2,1.6,0.1,0.1,0.0,0.4,1.1,1.8,21,109,8.1,0.517,0.0,0.11800000000000001,17.2,2.9,0.9,0.0,18.3,18.2,-0.1,0.2,0.1,0.040999999999999995,-6.2,-2.1,-8.2,-0.2
49,2015,Steve Blake,G,34,POR,61,0,19.9,1.6,4.1,0.37799999999999995,0.9,2.6,0.35,0.6,1.5,0.429,0.4,0.5,0.727,0.2,1.6,1.8,3.6,0.5,0.1,1.3,1.7,4.4,61,1212,9.1,0.508,0.637,0.131,4.8,25.3,1.3,0.3,22.9,12.7,0.6,1.2,1.8,0.071,-1.4,-0.6,-2.0,0.0
50,2015,Eric Bledsoe,G,25,PHO,64,64,34.3,5.7,12.6,0.455,1.1,3.2,0.34299999999999997,4.6,9.4,0.493,4.5,5.6,0.809,1.0,4.5,5.4,6.0,1.7,0.6,3.4,2.4,17.1,64,2196,19.2,0.5670000000000001,0.257,0.441,8.7,27.1,2.4,1.4,18.2,23.4,3.9,2.2,6.1,0.134,2.2,0.9,3.1,2.8
51,2015,Bojan Bogdanovic,F,25,BRK,58,28,22.7,2.8,6.7,0.425,1.0,3.2,0.32799999999999996,1.8,3.5,0.512,1.2,1.4,0.831,0.7,2.0,2.7,0.8,0.4,0.1,0.9,1.4,7.9,58,1316,10.4,0.541,0.47200000000000003,0.214,6.8,5.3,0.9,0.4,11.3,16.7,0.9,0.5,1.4,0.051,-0.6,-1.7,-2.3,-0.1
52,2015,Andrew Bogut,C,30,GSW,48,46,23.6,2.9,5.2,0.552,0.0,0.0,0.0,2.9,5.2,0.552,0.4,0.8,0.5529999999999999,1.9,6.1,8.1,2.6,0.6,1.7,1.6,2.8,6.2,48,1134,15.3,0.557,0.0,0.152,18.3,15.0,1.3,5.3,22.6,13.2,1.1,2.6,3.7,0.155,-2.0,5.5,3.5,1.6
53,2015,Matt Bonner,F,34,SAS,55,18,14.0,1.5,3.7,0.397,0.7,2.0,0.364,0.7,1.7,0.436,0.5,0.6,0.848,0.4,1.2,1.7,0.7,0.2,0.2,0.2,1.0,4.2,55,771,10.3,0.526,0.539,0.162,6.7,7.6,0.6,1.1,4.4,13.5,1.0,0.7,1.7,0.10400000000000001,-0.3,-0.9,-1.2,0.2
54,2015,Trevor Booker,F,27,UTA,61,1,18.6,2.8,5.6,0.493,0.3,1.0,0.32799999999999996,2.4,4.6,0.527,1.0,1.6,0.602,1.6,3.0,4.6,0.9,0.5,0.4,1.2,1.7,6.8,61,1132,14.6,0.539,0.17,0.287,14.5,7.9,1.5,1.7,16.2,18.6,0.9,1.1,2.0,0.087,-1.0,0.0,-1.0,0.3
55,2015,Carlos Boozer,F,33,LAL,61,26,24.6,5.5,10.7,0.511,0.0,0.0,0.0,5.5,10.7,0.511,1.4,2.3,0.614,1.6,5.5,7.0,1.3,0.6,0.2,1.2,2.6,12.3,61,1502,17.0,0.527,0.0,0.215,15.6,9.6,1.2,0.5,9.6,23.4,1.5,0.9,2.4,0.077,-1.3,-1.6,-2.9,-0.3
56,2015,Chris Bosh,C,30,MIA,44,44,35.4,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,4.1,5.3,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1,44,1556,19.9,0.5479999999999999,0.226,0.311,12.2,12.2,1.4,1.4,10.1,28.7,2.2,1.4,3.6,0.11,1.0,-1.2,-0.2,0.7
57,2015,Avery Bradley,G,24,BOS,58,58,31.2,5.6,13.0,0.43,1.6,4.3,0.363,4.0,8.7,0.46299999999999997,1.1,1.4,0.79,0.6,2.3,2.9,1.6,1.0,0.2,1.3,2.3,13.9,58,1811,11.5,0.508,0.332,0.107,5.1,8.4,1.6,0.5,8.9,21.0,0.5,1.2,1.7,0.045,-0.7,-1.4,-2.1,0.0
58,2015,Elton Brand,F,35,ATL,22,1,13.4,1.2,2.7,0.45,0.0,0.0,0.0,1.2,2.7,0.45,0.3,0.7,0.467,1.0,2.2,3.2,0.6,0.5,0.7,0.4,1.6,2.8,22,294,11.0,0.45799999999999996,0.0,0.25,13.7,6.8,1.7,4.6,11.9,11.8,0.1,0.5,0.6,0.1,-3.6,3.3,-0.3,0.1
59,2015,Corey Brewer,F,28,TOT,61,17,26.1,4.2,10.0,0.42700000000000005,0.9,3.1,0.28300000000000003,3.4,6.8,0.493,2.1,2.8,0.746,1.0,2.4,3.4,2.3,1.6,0.2,1.7,2.3,11.4,61,1594,14.3,0.512,0.315,0.278,7.4,14.8,3.0,0.6,12.9,21.3,1.0,1.6,2.6,0.08,-0.2,-0.1,-0.2,0.7
60,2015,Aaron Brooks,G,30,CHI,65,9,21.0,3.9,9.3,0.414,1.4,3.5,0.402,2.4,5.8,0.42100000000000004,1.7,2.0,0.847,0.3,1.5,1.8,2.9,0.6,0.2,1.9,2.3,10.8,65,1368,14.0,0.53,0.377,0.21600000000000003,4.7,24.2,1.5,0.6,15.5,25.7,1.1,1.0,2.1,0.073,0.7,-2.8,-2.1,0.0
61,2015,Lorenzo Brown,G,24,MIN,9,1,11.6,0.7,2.0,0.33299999999999996,0.2,0.4,0.5,0.4,1.6,0.28600000000000003,0.4,0.9,0.5,0.1,1.1,1.2,1.8,0.3,0.0,0.9,1.1,2.0,9,104,5.0,0.418,0.222,0.444,6.0,21.9,1.5,0.0,27.1,12.4,-0.1,0.0,-0.1,-0.053,-5.4,-2.2,-7.7,-0.1
62,2015,Markel Brown,G,23,BRK,27,9,12.5,1.5,3.8,0.38799999999999996,0.3,1.3,0.265,1.1,2.6,0.449,0.9,1.1,0.8,0.3,1.6,1.9,0.7,0.5,0.2,0.7,1.0,4.2,27,337,10.5,0.486,0.33,0.29100000000000004,8.5,8.4,2.0,1.5,13.4,18.2,-0.1,0.3,0.2,0.031,-3.2,-0.1,-3.3,-0.1
63,2015,Shannon Brown,G,29,MIA,5,2,17.8,1.4,3.8,0.368,0.6,1.4,0.429,0.8,2.4,0.33299999999999996,0.6,0.8,0.75,0.0,0.2,0.2,0.6,0.8,0.0,0.8,1.6,4.0,5,89,4.4,0.48200000000000004,0.368,0.21100000000000002,0.7,5.3,2.4,0.0,16.2,13.2,-0.1,0.0,0.0,-0.019,-4.2,-2.0,-6.2,-0.1
64,2015,Kobe Bryant,G,36,LAL,35,35,34.5,7.6,20.4,0.373,1.5,5.3,0.293,6.1,15.1,0.401,5.6,6.9,0.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,35,1207,17.7,0.47700000000000004,0.258,0.33799999999999997,9.0,29.7,2.0,0.5,13.5,34.9,-0.4,0.6,0.2,0.008,1.6,-1.2,0.4,0.7
65,2015,Chase Budinger,F,26,MIN,48,3,14.4,1.6,4.2,0.369,0.5,1.6,0.32899999999999996,1.0,2.6,0.39399999999999996,0.6,0.7,0.7709999999999999,0.3,2.0,2.3,0.7,0.5,0.1,0.7,0.8,4.2,48,693,8.3,0.462,0.374,0.172,9.1,7.8,1.7,0.6,13.1,15.8,-0.4,0.2,-0.1,-0.009000000000000001,-3.4,-1.5,-5.0,-0.5
66,2015,Reggie Bullock,F,23,TOT,31,2,9.3,0.8,1.9,0.414,0.5,1.3,0.375,0.3,0.6,0.5,0.1,0.2,0.8,0.0,1.3,1.3,0.2,0.3,0.1,0.2,0.6,2.2,31,287,8.2,0.556,0.69,0.086,7.9,3.3,1.6,1.1,10.4,10.6,0.1,0.3,0.3,0.057999999999999996,-2.2,-0.3,-2.6,0.0
